800.0000	0.2334
805.3333	0.2218
810.6667	0.2421
816.0000	0.2100
821.3333	0.2591
826.6667	0.2647
832.0000	0.2866
837.3333	0.3066
842.6667	0.2464
848.0000	0.2969
853.3333	0.2545
858.6667	0.2596
864.0000	0.2593
869.3333	0.2187
874.6667	0.2722
880.0000	0.2619
885.3333	0.2722
890.6667	0.3021
896.0000	0.2374
901.3333	0.2538
906.6667	0.2472
912.0000	0.2788
917.3333	0.3175
922.6667	0.3393
928.0000	0.3107
933.3333	0.2778
938.6667	0.3105
944.0000	0.3165
949.3333	0.3413
954.6667	0.3353
960.0000	0.3478
965.3333	0.3240
970.6667	0.3401
976.0000	0.3424
981.3333	0.3592
986.6667	0.3606
992.0000	0.3779
997.3333	0.4287
1002.6667	0.4182
1008.0000	0.3941
1013.3333	0.3763
1018.6667	0.3575
1024.0000	0.3420
1029.3334	0.3267
1034.6666	0.3875
1040.0000	0.3488
1045.3334	0.3869
1050.6666	0.3623
1056.0000	0.3769
1061.3334	0.4206
1066.6666	0.3818
1072.0000	0.4098
1077.3334	0.3801
1082.6666	0.4296
1088.0000	0.4407
1093.3334	0.4157
1098.6666	0.4162
1104.0000	0.4348
1109.3334	0.4239
1114.6666	0.4047
1120.0000	0.4193
1125.3334	0.4689
1130.6666	0.4592
1136.0000	0.4193
1141.3334	0.3899
1146.6666	0.4079
1152.0000	0.4469
1157.3334	0.4082
1162.6666	0.4376
1168.0000	0.4386
1173.3334	0.4736
1178.6666	0.4745
1184.0000	0.4649
1189.3334	0.4727
1194.6666	0.4652
1200.0000	0.4787
1205.3334	0.5024
1210.6666	0.5086
1216.0000	0.4855
1221.3334	0.4899
1226.6666	0.4931
1232.0000	0.5364
1237.3334	0.5250
1242.6666	0.5219
1248.0000	0.5247
1253.3334	0.5207
1258.6666	0.5107
1264.0000	0.5438
1269.3334	0.5510
1274.6666	0.5626
1280.0000	0.5850
1285.3334	0.5728
1290.6666	0.6157
1296.0000	0.6316
1301.3334	0.6092
1306.6666	0.6391
1312.0000	0.6687
1317.3334	0.6475
1322.6666	0.6685
1328.0000	0.6913
1333.3334	0.7046
1338.6666	0.6880
1344.0000	0.6642
1349.3334	0.5950
1354.6666	0.5932
1360.0000	0.5889
1365.3334	0.6002
1370.6666	0.5780
1376.0000	0.5797
1381.3334	0.5611
1386.6666	0.6225
1392.0000	0.5720
1397.3334	0.6162
1402.6666	0.6335
1408.0000	0.6357
1413.3334	0.6261
1418.6666	0.6551
1424.0000	0.6602
1429.3334	0.6763
1434.6666	0.7051
1440.0000	0.7362
1445.3334	0.7851
1450.6666	0.7636
1456.0000	0.7783
1461.3334	0.6902
1466.6666	0.6812
1472.0000	0.6128
1477.3334	0.5618
1482.6666	0.5595
1488.0000	0.5353
1493.3334	0.5181
1498.6666	0.5201
1504.0000	0.4574
1509.3334	0.4828
1514.6666	0.5526
1520.0000	0.4936
1525.3334	0.5324
1530.6666	0.5149
1536.0000	0.5113
1541.3334	0.5659
1546.6666	0.5284
1552.0000	0.4839
1557.3334	0.5566
1562.6666	0.5688
1568.0000	0.5719
1573.3334	0.5622
1578.6666	0.5400
1584.0000	0.6029
1589.3334	0.5700
1594.6666	0.6127
1600.0000	0.5990
1605.3334	0.6372
1610.6666	0.6463
1616.0000	0.6479
1621.3334	0.6311
1626.6666	0.6279
1632.0000	0.5960
1637.3334	0.5928
1642.6666	0.5934
1648.0000	0.5972
1653.3334	0.6436
1658.6666	0.6323
1664.0000	0.6021
1669.3334	0.6332
1674.6666	0.6362
1680.0000	0.5886
1685.3334	0.5370
1690.6666	0.5858
1696.0000	0.5336
1701.3334	0.5442
1706.6666	0.5169
1712.0000	0.5357
1717.3334	0.4990
1722.6666	0.5160
1728.0000	0.5209
1733.3334	0.5278
1738.6666	0.5150
1744.0000	0.5435
1749.3334	0.5408
1754.6666	0.4889
1760.0000	0.5128
1765.3334	0.5209
1770.6666	0.4957
1776.0000	0.5148
1781.3334	0.5094
1786.6666	0.5026
1792.0000	0.5290
1797.3334	0.5253
1802.6666	0.5289
2698.6667	0.5297
2704.0000	0.5057
2709.3333	0.5167
2714.6667	0.5088
2720.0000	0.5471
2725.3333	0.5172
2730.6667	0.5351
2736.0000	0.5614
2741.3333	0.5262
2746.6667	0.5137
2752.0000	0.4818
2757.3333	0.4914
2762.6667	0.5244
2768.0000	0.5617
2773.3333	0.4897
2778.6667	0.4576
2784.0000	0.4680
2789.3333	0.4852
2794.6667	0.4559
2800.0000	0.4940
2805.3333	0.4971
2810.6667	0.4926
2816.0000	0.4850
2821.3333	0.5135
2826.6667	0.5134
2832.0000	0.5525
2837.3333	0.5726
2842.6667	0.6337
2848.0000	0.7198
2853.3333	0.7351
2858.6667	0.8570
2864.0000	0.9233
2869.3333	0.9861
2874.6667	1.0569
2880.0000	1.1494
2885.3333	1.1160
2890.6667	1.2041
2896.0000	1.2181
2901.3333	1.2948
2906.6667	1.3145
2912.0000	1.3625
2917.3333	1.3792
2922.6667	1.3293
2928.0000	1.3689
2933.3333	1.3753
2938.6667	1.2950
2944.0000	1.2687
2949.3333	1.1998
2954.6667	1.1664
2960.0000	1.1431
2965.3333	1.0981
2970.6667	1.0737
2976.0000	0.9766
2981.3333	0.9358
2986.6667	0.8588
2992.0000	0.7529
2997.3333	0.6640
3002.6667	0.5914
3008.0000	0.5255
3013.3333	0.4902
3018.6667	0.4160
3024.0000	0.4630
3029.3333	0.4258
3034.6667	0.4148
3040.0000	0.3778
3045.3333	0.3987
3050.6667	0.4095
3056.0000	0.4148
3061.3333	0.4386
3066.6667	0.3970
3072.0000	0.3912
3077.3333	0.3071
3082.6667	0.3063
3088.0000	0.3162
3093.3333	0.2840
3098.6667	0.2627
3104.0000	0.2653
3109.3333	0.2652
3114.6667	0.2892
3120.0000	0.2906
3125.3333	0.2655
3130.6667	0.2443
3136.0000	0.2585
3141.3333	0.2610
