800.0000	0.4632
805.3333	0.4896
810.6667	0.4896
816.0000	0.5305
821.3333	0.5719
826.6667	0.5180
832.0000	0.5985
837.3333	0.5053
842.6667	0.6179
848.0000	0.5492
853.3333	0.5878
858.6667	0.5494
864.0000	0.5731
869.3333	0.5589
874.6667	0.5575
880.0000	0.5622
885.3333	0.5574
890.6667	0.6416
896.0000	0.5790
901.3333	0.5910
906.6667	0.6213
912.0000	0.6624
917.3333	0.6397
922.6667	0.6362
928.0000	0.6608
933.3333	0.6919
938.6667	0.6365
944.0000	0.6657
949.3333	0.6110
954.6667	0.6450
960.0000	0.6209
965.3333	0.6569
970.6667	0.6539
976.0000	0.6379
981.3333	0.6479
986.6667	0.6816
992.0000	0.7098
997.3333	0.7264
1002.6667	0.7486
1008.0000	0.6836
1013.3333	0.6755
1018.6667	0.6850
1024.0000	0.6831
1029.3334	0.6802
1034.6666	0.6955
1040.0000	0.7224
1045.3334	0.6987
1050.6666	0.7028
1056.0000	0.7476
1061.3334	0.6986
1066.6666	0.7103
1072.0000	0.7142
1077.3334	0.7924
1082.6666	0.7536
1088.0000	0.7938
1093.3334	0.7534
1098.6666	0.8010
1104.0000	0.7843
1109.3334	0.7446
1114.6666	0.8133
1120.0000	0.8101
1125.3334	0.7627
1130.6666	0.7819
1136.0000	0.8142
1141.3334	0.7701
1146.6666	0.7616
1152.0000	0.8297
1157.3334	0.8194
1162.6666	0.8306
1168.0000	0.8665
1173.3334	0.7918
1178.6666	0.7966
1184.0000	0.8325
1189.3334	0.8594
1194.6666	0.8651
1200.0000	0.8590
1205.3334	0.9092
1210.6666	0.8534
1216.0000	0.9703
1221.3334	0.9041
1226.6666	0.9412
1232.0000	0.9058
1237.3334	0.9538
1242.6666	0.9348
1248.0000	0.9269
1253.3334	0.9831
1258.6666	0.9350
1264.0000	0.9925
1269.3334	0.9519
1274.6666	0.9794
1280.0000	0.9871
1285.3334	0.9970
1290.6666	1.0102
1296.0000	1.0074
1301.3334	1.0449
1306.6666	1.0888
1312.0000	1.0396
1317.3334	1.1235
1322.6666	1.0758
1328.0000	1.1207
1333.3334	1.0420
1338.6666	1.0390
1344.0000	1.0539
1349.3334	1.0215
1354.6666	1.0555
