800.0000	0.2089
805.3333	0.2378
810.6667	0.2598
816.0000	0.2489
821.3333	0.2920
826.6667	0.2792
832.0000	0.2751
837.3333	0.3251
842.6667	0.2971
848.0000	0.2735
853.3333	0.2665
858.6667	0.2847
864.0000	0.2958
869.3333	0.2918
874.6667	0.2158
880.0000	0.2725
885.3333	0.2330
890.6667	0.2621
896.0000	0.2176
901.3333	0.2399
906.6667	0.2487
912.0000	0.2681
917.3333	0.2313
922.6667	0.2488
928.0000	0.2218
933.3333	0.2454
938.6667	0.2639
944.0000	0.2102
949.3333	0.2529
954.6667	0.2944
960.0000	0.2913
965.3333	0.3329
970.6667	0.2926
976.0000	0.3074
981.3333	0.3422
986.6667	0.3517
992.0000	0.4012
997.3333	0.4075
1002.6667	0.4013
1008.0000	0.3558
1013.3333	0.3757
1018.6667	0.3605
1024.0000	0.3468
1029.3334	0.2975
1034.6666	0.3761
1040.0000	0.4262
1045.3334	0.4183
1050.6666	0.4154
1056.0000	0.4583
1061.3334	0.4042
1066.6666	0.4694
1072.0000	0.4667
1077.3334	0.5009
1082.6666	0.5864
1088.0000	0.5936
1093.3334	0.6066
1098.6666	0.6507
1104.0000	0.6932
1109.3334	0.8475
1114.6666	1.0275
1120.0000	1.2350
1125.3334	1.3184
1130.6666	1.2996
1136.0000	1.1603
1141.3334	0.9801
1146.6666	0.7996
1152.0000	0.7300
1157.3334	0.6482
1162.6666	0.6725
1168.0000	0.5807
1173.3334	0.5858
1178.6666	0.5524
1184.0000	0.5309
1189.3334	0.5610
1194.6666	0.5662
1200.0000	0.5873
1205.3334	0.5342
1210.6666	0.5713
1216.0000	0.5682
1221.3334	0.5774
1226.6666	0.5538
1232.0000	0.5855
1237.3334	0.5921
1242.6666	0.5437
1248.0000	0.5320
1253.3334	0.5465
1258.6666	0.5550
1264.0000	0.6082
1269.3334	0.6193
1274.6666	0.6387
1280.0000	0.6814
1285.3334	0.6856
1290.6666	0.7256
1296.0000	0.7127
1301.3334	0.7231
1306.6666	0.7449
1312.0000	0.7060
1317.3334	0.7194
1322.6666	0.7433
1328.0000	0.7679
1333.3334	0.7227
1338.6666	0.7622
1344.0000	0.7620
1349.3334	0.7188
1354.6666	0.6691
1360.0000	0.6822
1365.3334	0.6913
1370.6666	0.6866
1376.0000	0.7438
1381.3334	0.6969
1386.6666	0.7317
1392.0000	0.7120
1397.3334	0.7518
1402.6666	0.7104
1408.0000	0.7563
1413.3334	0.7728
1418.6666	0.8392
1424.0000	0.8435
1429.3334	0.9434
1434.6666	0.9529
1440.0000	0.9566
1445.3334	0.9231
1450.6666	0.9190
1456.0000	0.9199
1461.3334	0.9119
1466.6666	0.8640
1472.0000	0.8165
1477.3334	0.7548
1482.6666	0.7825
1488.0000	0.8094
1493.3334	0.8454
1498.6666	0.9278
1504.0000	1.0251
1509.3334	1.1685
1514.6666	1.4100
1520.0000	1.6192
1525.3334	1.7193
1530.6666	1.5906
1536.0000	1.4299
1541.3334	1.1947
1546.6666	1.0102
1552.0000	0.9539
1557.3334	0.8778
1562.6666	0.9006
1568.0000	0.9393
1573.3334	0.9324
1578.6666	0.9320
1584.0000	0.9016
1589.3334	0.9197
1594.6666	0.9359
1600.0000	0.9523
1605.3334	0.9145
1610.6666	0.8913
1616.0000	0.8907
1621.3334	0.8858
1626.6666	0.8741
1632.0000	0.8492
1637.3334	0.8555
1642.6666	0.8057
1648.0000	0.8038
1653.3334	0.8136
1658.6666	0.7907
1664.0000	0.8053
1669.3334	0.7577
1674.6666	0.7835
1680.0000	0.7869
1685.3334	0.7181
1690.6666	0.7112
1696.0000	0.7053
1701.3334	0.6868
1706.6666	0.7155
1712.0000	0.6979
1717.3334	0.7237
1722.6666	0.7569
1728.0000	0.6943
1733.3334	0.7141
1738.6666	0.6922
1744.0000	0.7518
1749.3334	0.7440
